	fdr_q_value	p_value	genes	description	observed	total	expected	enrichment	log_q
HP:0003108	0.0004604088614336761	1.7970681554788295e-06	ACADM;AMT;IVD;PCCA;PCCB;SLC6A20;SLC6A20;SLC6A20;PRODH;SLC36A2;SLC36A2;SLC36A2;MCCC2	Hyperglycinuria	13	21	3.0360899821977667	4.28182302771855	3.3368563261484327
HP:0001508	0.00045426861046641144	1.8237615676135621e-06	MKKS;ACADS;ACADS;ACO2;ACOX1;ADA;ADA;ADA;ARHGAP31;NR0B1;ALPL;GNPAT;PEX3;PEX3;MTFMT;ATP5F1A;DGAT1;LYRM7;ATP7B;RIPK1;SUCLG1;SUCLG1;SUCLA2;BMP4;ACSF3;ACSF3;PIGQ;CHRM3;CHRNG;PLAA;PLAA;COG1;PEX16;PEX16;PEX16;COX7B;COX10;COX15;SH2B1;CTNS;CTNS;ATPAF2;EARS2;PET100;PET100;PTDSS1;HIBCH;DHCR7;DLD;MED12;NDUFAF2;NDUFAF2;LRPPRC;LRPPRC;MRPS2;SAR1B;SAR1B;EN1;TACO1;FAH;FGF12;FMR1;PTF1A;ARFGEF2;TXNRD2;GALE;GALT;JAGN1;NADK2;NADK2;GCDH;NFU1;MCEE;POLR3A;POLR3A;HADHA;HADHA;HADHB;HADH;HCCS;VPS45;DNAJC21;DNAJC21;DNAJC21;ELAC2;HSD17B4;NDUFA11;IFNG;IGF1;IGHMBP2;KCNA1;KCNB1;KCNJ11;KCNJ11;AFF3;MC2R;MC2R;MDH2;MGAT2;MGAT2;MIPEP;NR3C2;SLC51A;MPI;MPI;MRPS28;NDUFAF4;NDUFAF4;MTHFR;MMUT;MMUT;FGFRL1;NDUFA2;NDUFA6;NDUFA8;NDUFA9;NDUFB8;NDUFB8;NDUFB9;NDUFS1;NDUFS1;NDUFS1;NDUFS2;NDUFS2;NDUFS2;NDUFS2;NDUFS3;NDUFS3;NDUFV1;NDUFV1;NDUFS4;NDUFS4;NDUFS4;NDUFS6;NDUFS8;NDUFS8;NDUFV2;NDUFV2;NDUFV2;NTRK2;OCRL;OCRL;PCCA;PCCB;PDHA1;PEPD;PEX13;PEX13;PEX13;PIK3CA;PIK3CA;NDUFB11;NDUFB11;NDUFB11;NDUFAF5;NDUFAF5;NDUFAF5;DLL4;PPARG;NDUFS7;NDUFS7;PTCH1;PTCH1;PTCH1;PTCH1;PTEN;SARS2;PROKR2;TMEM70;PEX5;PEX5;PEX5;EFL1;EFL1;RET;PNPO;PNPO;ALG9;UBA5;UBA5;MRPL12;DHDDS;DHDDS;RREB1;SALL1;SDHA;SDHB;SDHC;SDHD;FOXRED1;FOXRED1;VPS37A;ARX;DOLK;DOLK;OSGEP;NUBPL;PEX26;PEX26;TRAK1;TRAK1;SLC6A8;SLC10A2;PUS1;PRDM16;MCCC2;NDUFA12;SURF1;SURF1;SURF1;EXOC6B;STRA6;TAFAZZIN;TCF4;TCF4;TCN2;TERT;TERT;TLL1;MRAP;TGDS;MMAB;NNT;NNT;LEMD3;AMACR;HIRA;TWNK;XPA;GALM;MCCC1;LUZP1;UBE3B;UBE3B;JMJD1C;PDHX	Failure To Thrive	236	1181	170.74391757026487	1.3821868641550925	3.3426872714887104
HP:0001962	0.0005297031695991836	2.1856827562361763e-06	CACNA1S;CACNA1S;CDH2;DSG2;KCNJ2;KCNJ2;KCNJ2;KCNJ2;KCNJ11;KCNQ1;MDH2;NF1;PKP2;SDHAF2;RET;RET;RET;SDHA;SDHB;SDHB;SDHB;SDHC;SDHC;SDHD;SDHD;SDHD;SDHD;SLC4A3;TLL1;TLL1;ISCU;TWNK;YY1	Palpitations	33	94	13.590117063170956	2.4282351540171483	3.275967428356989
HP:0009716	0.0005237542144923809	2.2195450151344343e-06	GCDH;IFNG;IFNG;TSC1;TSC1;TSC2;TSC2	Subependymal Nodules	7	7	1.0120299940659223	6.916791044776119	3.2808724693747253
HP:0009734	0.0005103246192489864	2.2195450151344343e-06	IFNG;NF1;NF1;NF1;NF1;TSC1;TSC2	Optic Nerve Glioma	7	7	1.0120299940659223	6.916791044776119	3.2921534797844143
HP:0003737	0.0005098128520817554	2.27417353443406e-06	PNPLA8;NDUFAF2;NDUFA11;NDUFAF4;NDUFA6;NDUFB9;NDUFS1;NDUFS2;NDUFS3;NDUFV1;NDUFS4;NDUFS6;NDUFS8;NDUFV2;OPA1;NDUFB11;NDUFAF5;NDUFS7;FDX2;FOXRED1;NUBPL;PUS1;TK2;TK2;ISCU;TWNK	Mitochondrial Myopathy	26	66	9.541997086907267	2.7247964721845315	3.29258922042063
HP:0000817	0.0005600509706180169	2.5607326636933976e-06	RAB11B;COX10;NDUFAF2;FMR1;FMR1;ARFGEF2;SHANK3;NDUFA11;GFM1;MEF2C;NDUFAF4;NDUFAF4;NDUFA6;NDUFB9;NDUFC2;NDUFS1;NDUFS2;NDUFS3;NDUFV1;NDUFS4;NDUFS4;NDUFS6;NDUFS8;NDUFV2;NTRK2;NDUFB11;NDUFAF5;NDUFS7;UBA5;FOXRED1;DOLK;ST3GAL3;TARS2;NUBPL;TWNK	Poor Eye Contact	35	103	14.891298484112856	2.350365889001594	3.251772445760236
HP:0410066	0.0005700411760681536	2.669982089312195e-06	BCKDHA;BCKDHA;BCKDHB;BCKDHB;DBT;DBT;PCCA;PCCB	Increased Level Of Hippuric Acid In Urine	8	9	1.3011814209419	6.148258706467662	3.2440937725848578
HP:0002574	0.0006453849477460425	3.0948536582000476e-06	CPT2;ESR1;FLI1;TXNRD2;MC2R;MDH2;NF1;SDHAF2;RET;RET;SDHA;SDHB;SDHB;SDHC;SDHD;SDHD;SDHD;MRAP;NNT	Episodic Abdominal Pain	19	41	5.927604250957544	3.2053421914816163	3.190181167824375
HP:0003345	0.0007283470370782094	3.5739120811242575e-06	MDH2;NF1;SDHAF2;RET;RET;RET;RET;SDHA;SDHB;SDHB;SDHB;SDHC;SDHD;SDHD;SDHD	Elevated Urinary Norepinephrine	15	28	4.048119976263689	3.7054237739872065	3.13766164214806
HP:0003639	0.000750975953341936	3.7686983272429036e-06	MDH2;NF1;SDHAF2;RET;RET;RET;RET;SDHA;SDHB;SDHB;SDHC;SDHD;SDHD	Elevated Urinary Epinephrine	13	22	3.1806656956357555	4.087194708276797	3.1243739691184738
HP:0006748	0.0007398461705897118	3.7953522746879386e-06	MDH2;NF1;SDHAF2;RET;RET;SDHA;SDHB;SDHB;SDHB;SDHC;SDHC;SDHD;SDHD;SDHD	Adrenal Pheochromocytoma	14	25	3.6143928359497224	3.8734029850746268	3.1308585697404716
HP:0000543	0.000819582069679487	4.295790930627399e-06	LYRM7;CACNA1F;AIFM1;CLCN7;COX7B;MFN2;MFN2;NDUFAF2;EXOC8;FGF12;TMEM126A;MFSD8;AFG3L2;GRID2;RTN4IP1;IDH3B;NDUFA11;LCA5;NDUFAF4;NDUFA6;NDUFB9;NDUFC2;NDUFS1;NDUFS2;NDUFS3;NDUFV1;NDUFS4;NDUFS4;NDUFS6;NDUFS8;NDUFV2;NDUFB11;NDUFAF5;NDUFS7;PANK2;SDHD;FOXRED1;OPA3;NUBPL;SPATA7;SPG7;TULP1;TULP1;NMNAT1;NMNAT1;UBE3B	Optic Disc Pallor	46	154	22.264659869450288	2.06605446792014	3.086407551398755
HP:0002013	0.0008981304954969429	4.807657386400497e-06	ACADM;ACADM;ACP2;ALPL;DGAT1;BCKDHA;BCKDHB;SUCLG1;BTD;ACSF3;ACSF3;CDKN2B;CPT2;CPT2;CTNS;CTNS;DBT;HIBCH;DHCR7;DLD;MED12;NDUFAF2;SAR1B;SAR1B;ESR1;ETFA;ETFB;ETFDH;OPLAH;TXNRD2;ACAD8;GALE;GALT;GALT;GHSR;TREH;HADH;HMBS;NDUFA11;IVD;KCNJ11;KIT;BOLA3;MC2R;NR3C2;MPI;MPI;NDUFAF4;MTHFD1;MMUT;NDUFA6;NDUFB9;NDUFS1;NDUFS1;NDUFS2;NDUFS3;NDUFV1;NDUFV1;NDUFS4;NDUFS4;NDUFS6;NDUFS8;NDUFV2;OXCT1;PCCA;PCCB;PHKB;NDUFB11;NDUFAF5;NDUFS7;PTCH1;PTCH1;PTCH1;PTCH1;RET;ALG9;FOXRED1;NUBPL;SLC6A8;NAXD;MCCC2;STK11;TCN2;MLYCD;MRAP;MMAB;NNT;ANAPC1;MCCC1	Vomiting	89	367	53.05928683174192	1.6773689454634186	3.046660557144724
HP:0001138	0.0010499746200497353	5.737566229779974e-06	BTD;TXN2;TXN2;NDUFAF2;TSFM;NDUFA11;NDUFAF4;NDUFA6;NDUFB9;NDUFS1;NDUFS2;NDUFS3;NDUFV1;NDUFS4;NDUFS4;NDUFS6;NDUFS8;NDUFV2;NDUFB11;NDUFAF5;NDUFS7;TMEM53;FOXRED1;NUBPL	Optic Neuropathy	24	61	8.819118519717323	2.7213604110594565	2.9788211985544106
HP:0007704	0.001088712172491327	6.070660045117246e-06	NDUFAF2;NDUFA11;NDUFAF4;NDUFA6;NDUFB9;NDUFS1;NDUFS2;NDUFS3;NDUFV1;NDUFS4;NDUFS6;NDUFS8;NDUFV2;NDUFB11;NDUFAF5;NDUFS7;FOXRED1;NUBPL	Paroxysmal Involuntary Eye Movements	18	39	5.638452824081567	3.1923650975889784	2.9630869213653868
HP:0000639	0.0012621470315235279	7.178487633288716e-06	MKKS;ACO2;ACOX1;ACOX1;ANK1;PRSS12;PEX3;PEX3;PEX3;PEX3;GBA2;GBA2;GBA2;MTFMT;MTFMT;MRPS34;ATP5F1A;LYRM7;BMP4;BMP4;CA4;CACNA1F;CACNA1F;CACNA1F;CACNA1F;SLC33A1;RAB11B;JAM2;LONP1;PLAA;PLAA;CLCN6;CLCN7;CLN5;CLN5;PEX16;PEX16;PEX16;PEX16;COX10;COX15;MINPP1;MINPP1;TKFC;PUS3;PET100;DAB1;HIBCH;HIBCH;DHCR7;DHCR7;DLAT;NDUFAF2;NDUFAF2;NDUFAF2;MECR;CLDN19;CLDN19;TACO1;GLRX5;GLRX5;ADGRV1;WARS2;WARS2;FGF12;PIBF1;FMR1;SLC19A2;FXN;FXN;NADK2;NADK2;COQ2;AFG3L2;RTN4IP1;POLR3A;POLR3A;POLR3A;POLR3A;WDR45;GTF2E2;GTF2E2;HSD17B10;HSD17B10;CEP19;HSD17B4;HSD17B4;HSPD1;IDH3A;IDH3B;NDUFA11;NDUFA11;CACNA2D4;GFM1;KCNB1;LCA5;LCA5;LCA5;AFF3;TRPM1;TRPM1;MOCS1;MOCS2;NDUFAF4;NDUFAF4;MTHFR;MYO7A;FGFRL1;NDUFA2;NDUFA6;NDUFA9;NDUFB8;NDUFB9;NDUFS1;NDUFS1;NDUFS1;NDUFS2;NDUFS2;NDUFS2;NDUFS2;NDUFS3;NDUFS3;NDUFV1;NDUFV1;NDUFS4;NDUFS4;NDUFS4;NDUFS6;NDUFS6;NDUFS8;NDUFS8;NDUFS8;NDUFV2;NDUFV2;NDUFV2;NTRK2;NTRK2;OCRL;OPA1;OPA1;OTX2;PCYT1A;PCYT1A;PCYT1A;PDHA1;PEX7;PEX7;PEX13;PEX13;PEX13;PHYH;PHYH;PITX2;NAXE;NDUFB11;NDUFB11;NDUFAF5;NDUFAF5;NDUFAF5;NDUFS7;NDUFS7;PSMD12;TTC19;PROKR2;PROKR2;PEX5;PEX5;PEX5;PTCD3;SRD5A3;SRD5A3;OXR1;OPN1LW;MTPAP;MTPAP;DARS2;DARS2;HPS6;RP9;RP1;RPGR;RPGR;UBA5;UBA5;DHDDS;DHDDS;FDX2;SDHA;SDHA;SDHA;SDHB;SDHD;FOXRED1;FOXRED1;ARX;ARX;OPA3;OPA3;FASTKD2;NUBPL;NUBPL;PEX26;PEX26;PEX26;PEX26;TRAK1;RPIA;SLC16A2;PRDM16;SOS2;SPATA7;SPATA7;SPATA7;SPATA7;SPAST;SPG7;SPG7;ZNF423;SRY;XYLT2;XYLT2;IFIH1;TTBK2;NDUFA12;PMPCA;KLHL7;SURF1;SURF1;TBCD;TUFM;TULP1;TULP1;TULP1;TYR;TYR;TYR;TYR;NMNAT1;NMNAT1;NMNAT1;TWNK;TWNK;TWNK;TWNK;LUZP1;CABP4;CABP4;TRAPPC6B;UBE3B;UBE3B	Nystagmus	250	1284	185.63521605437774	1.34672722834426	2.898890049798814
HP:0003752	0.0012896853800810795	7.478938303135512e-06	CACNA1S;CACNA1S;CACNA1S;KCNJ2;SCN4A;SCN4A;SCN4A;SCN4A;SCN4A	Episodic Flaccid Weakness	9	12	1.7349085612558666	5.18759328358209	2.8895162233129787
HP:0002240	0.0017977075658406124	1.062546013042851e-05	ABCA1;ACADM;ACADM;ACOX1;ACOX1;ADA;ADA;MYORG;AGL;AKT2;ANK1;PEX3;PEX3;PEX3;FASLG;FASLG;ARSB;DDRGK1;SOCS1;ATP7B;ATP7B;RIPK1;SUCLG1;BTD;CD28;CD28;JAM2;COX5A;CLCN7;CLCN7;CLCN7;PEX16;PEX16;PEX16;CPT1A;CPT1A;CPT2;CPT2;CPT2;CPT2;TKFC;CTNS;ATPAF2;EARS2;MFN2;DLD;DLD;DNASE1L3;NDUFAF2;TSFM;GLRX5;ETFA;ETFB;ETFDH;FAH;FAH;MPC1;GALE;GALT;GALT;CDIN1;GCDH;GCLC;MYPN;HADHA;HADHA;HBG2;HBG2;COX14;USP18;VPS45;DNAJC21;DNAJC21;HSD17B4;NDUFA11;GFM1;KCNJ11;KCNQ1;KIT;BOLA3;MPI;MPI;MRPS28;NDUFAF4;MMUT;MMUT;MMUT;NDUFA6;NDUFB9;NDUFS1;NDUFS2;NDUFS3;NDUFV1;NDUFS4;NDUFS4;NDUFS6;NDUFS8;NDUFV2;PC;PCCA;PCCA;PCCB;PCCB;PDGFB;PEPD;PEPD;PEX13;PEX13;PHKB;PHKB;NDUFB11;NDUFAF5;PPARG;PPARG;NDUFS7;NDUFS7;PTEN;TMEM70;PEX5;PEX5;PEX5;RMND1;EFL1;EFL1;ALG9;ALG9;DHDDS;FDX2;SDHD;FOXRED1;NUBPL;PEX26;PEX26;PEX26;SLC9A3;SLC20A2;SOS2;IFIH1;SURF1;VPS13A;TERT;TNFRSF1B;TNFRSF1B;MMAB;AMACR;TUFM;GALM	Hepatomegaly	147	690	99.75724227221234	1.4735772225827384	2.7452809537991034
HP:0003355	0.0018356949482077113	1.105470360245527e-05	ATP7B;SUCLA2;SUCLA2;KYNU;NFS1;GRHPR;CTNS;CTNS;CTNS;PET100;HIBCH;EHHADH;SLC19A2;FARS2;GALE;GALT;GCLC;OCRL;OCRL;OCRL;PEX5;SURF1;TK2;XPA	Aminoaciduria	24	63	9.1082699465933	2.6349680170575693	2.736199487250946
