	fdr_q_value	p_value	genes	description	observed	total	expected	enrichment	log_q
HP:0002151	2.302385681254334e-34	2.567620922554181e-38	ACAT1;DNAJC19;MTFMT;MTFMT;MRPS34;SUCLG1;BCS1L;NFS1;AIFM1;AIFM1;COX5A;MTO1;TXN2;TXN2;COX4I1;COX6B1;COX8A;COX10;CYC1;COX20;FBXL4;DGUOK;DLD;ECHS1;ECHS1;TSFM;NDUFA13;NDUFA13;NDUFAF1;COQ4;TACO1;GFM2;GFM2;LIPT1;LIPT1;MPC1;UQCRQ;LIPT2;GTPBP3;GOT2;HTRA2;ADAMTS13;HSD17B10;POLG2;POLG2;POLG2;COX14;MICOS13;NDUFA11;GFM1;LDHA;MDH2;MRPS28;NDUFA1;NDUFA2;NDUFA4;NDUFA8;NDUFA9;NDUFA9;NDUFA10;NDUFB9;NDUFC2;NDUFS2;NDUFS2;NDUFS3;NDUFS3;NDUFV1;NDUFS8;NDUFV2;OCRL;OGDH;PC;PDHA1;PDHA1;PDHA1;TIMM22;NDUFAF5;NDUFS7;TRMT10C;NARS2;PNPO;PNPO;MRPL12;FDX2;SDHA;SDHA;SDHB;FOXRED1;TARS2;SOD1;NDUFA12;SURF1;SURF1;SURF1;SURF1;SLC19A3;TK2;ISCU;PDSS1;TUFM;UQCRB;UQCRC2;TWNK;TWNK;TWNK;TWNK;TWNK;CHCHD10;CHCHD10;MRPL44;COQ8A;COQ9;PDSS2;PDSS2;ISCA1;PDHX	Increased Serum Lactate	116	219	31.473053892215567	3.6856925418569255	33.6378219243159
HP:0002490	1.1825349395129574e-24	2.6375263510939164e-28	MTFMT;MTFMT;MRPS34;SUCLG1;SUCLG1;AIFM1;AIFM1;TXN2;TXN2;COX4I1;COX6B1;COX8A;COX10;COX20;ECHS1;ECHS1;NDUFA13;NDUFAF1;TACO1;TIMMDC1;COA8;GFM2;GFM2;LIPT1;HTRA2;HSD17B10;COX14;NDUFA11;GFM1;MDH2;NDUFAF4;NDUFA1;NDUFA2;NDUFA4;NDUFA4;NDUFA6;NDUFA8;NDUFA9;NDUFA10;NDUFB3;NDUFB9;NDUFB10;NDUFS2;NDUFS2;NDUFS2;NDUFS3;NDUFS3;NDUFV1;NDUFV1;NDUFS8;NDUFS8;NDUFV2;NDUFV2;PDHA1;PDHA1;PDHA1;NDUFB11;NDUFAF5;NDUFAF5;NDUFAF5;NDUFS7;NDUFS7;TRMT10C;NARS2;SDHA;FOXRED1;FOXRED1;NUBPL;NDUFA12;SURF1;SURF1;SURF1;SLC19A3;COQ8A;PDHX	Increased Csf Lactate	75	129	18.53892215568862	4.045542635658915	23.927186018612556
HP:0003128	2.7075421002422263e-22	9.05835429990708e-26	MRPS34;ATP5F1D;ATP5F1E;BCKDHA;SUCLG1;SUCLG1;SUCLA2;BCS1L;BCS1L;MTO1;COX6B1;COX8A;COX10;TKFC;TKFC;CYC1;FBXL4;DGUOK;DLAT;DLD;DLD;TSFM;MRPS7;NDUFAF1;TIMMDC1;FH;COA8;LIPT1;MPC1;SLC37A4;SLC37A4;SLC37A4;NFU1;LIPT2;GTPBP3;GTPBP3;HSD17B10;HSD17B10;HSD17B10;HADHA;HADHB;HADH;USP18;MICOS13;ELAC2;NDUFA11;NDUFA11;IBA57;BOLA3;LIG3;NDUFAF4;NDUFA1;NDUFA4;NDUFA6;NDUFA8;NDUFA10;NDUFB3;NDUFB3;NDUFB9;NDUFB10;NDUFB10;NDUFS2;NDUFS2;NDUFS3;NDUFS3;NDUFV1;NDUFS8;NDUFV2;NDUFV2;PC;PDHB;PDHB;PHKA2;NDUFB11;NDUFAF5;NDUFAF5;NDUFS7;TRMT10C;QRSL1;SDHD;FOXRED1;FOXRED1;NUBPL;PMPCA;SURF1;MLYCD;TK2;ISCU;TUFM;COQ8A;COQ8A;COQ9;PDHX;PDHX	Lactic Acidosis	94	200	28.74251497005988	3.2704166666666667	21.567424781697753
HP:0001943	2.562281336906313e-18	1.1429826416443908e-21	ACADM;ACADM;ACADSB;ACAT1;AGL;AGL;ATP5F1D;AUH;BCKDHA;SUCLG1;SUCLG1;SUCLG1;BCS1L;ACSF3;NFS1;CDKN1C;MTO1;CPT1A;CPT2;DGUOK;DLD;DLD;NR1H4;MRPS7;NDUFAF1;MRPS2;ETFA;ETFB;ETFDH;TIMMDC1;FAH;FBP1;GPC4;MPC1;SLC37A4;SLC37A4;GALK1;GCDH;GHR;GHR;HSD17B10;HSD17B10;HADHA;MICOS13;HRAS;NDUFA11;IGF1;IGF2;KCNJ11;MEN1;MRPS28;NDUFAF4;NDUFA1;NDUFA6;NDUFA6;NDUFB3;NDUFB9;NDUFB10;NDUFS2;NDUFS3;NDUFV1;NDUFS8;NDUFV2;OTC;PC;PHKA2;NDUFB11;NDUFAF5;POU1F1;POU1F1;PPP2R5D;PPP2R5D;NDUFS7;PNPO;PNPO;QRSL1;FOXRED1;FOXRED1;NUBPL;MCCC2;MCCC2;MLYCD;NNT;UQCRB;UQCRC2;MCCC1;MCCC1;LHX3	Hypoglycemia	88	200	28.74251497005988	3.0616666666666665	17.591373186707685
HP:0001639	4.7809888785081306e-17	2.6658798251969057e-20	ACADVL;ADAR;MTFMT;ATP5F1E;SUCLG1;BCS1L;BRCA1;AIP;AIP;NFS1;MTO1;BAG3;COX6B1;COX7B;CPT1A;CRYAB;TKFC;FBXL4;DLD;ABCC9;ECHS1;NDUFA13;NDUFAF1;NDUFAF1;COQ4;BSCL2;BSCL2;EMD;TACO1;TIMMDC1;FAH;DNAJC30;TXNRD2;COA8;LIPT1;GATA4;GTPBP3;ATP5MK;HSD17B10;HSD17B10;HSD17B10;HADHA;HADH;HADH;COX14;MICOS13;ELAC2;HRAS;HRAS;NDUFA11;NDUFA11;KCNJ8;KCNJ11;BOLA3;MEN1;NDUFAF4;NDUFAF4;NDUFA1;NDUFA2;NDUFA2;NDUFA4;NDUFA6;NDUFA9;NDUFA10;NDUFA10;NDUFB3;NDUFB9;NDUFB10;NDUFS2;NDUFS2;NDUFS2;NDUFS2;NDUFS3;NDUFS3;NDUFV1;NDUFV1;NDUFS8;NDUFS8;NDUFS8;NDUFV2;NDUFV2;NDUFV2;PDHA1;NDUFB11;NDUFB11;NDUFAF5;NDUFAF5;PPP1CB;MAP2K1;MAP2K1;MAP2K1;MAP2K2;MAP2K2;NDUFS7;NDUFS7;QRSL1;SDHA;SDHA;SDHA;SDHB;SDHD;FOXRED1;FOXRED1;FOXRED1;NUBPL;NDUFA12;SURF1;SURF1;SURF1;MLX;SLC19A3;NNT;TPI1;TPM1;UQCRFS1;MRPL44	Hypertrophic Cardiomyopathy	116	317	45.55688622754491	2.546267087276551	16.32048226655482
HP:0011923	1.8160419707254166e-16	1.2151501978758223e-19	SUCLG1;SUCLG1;TXN2;TXN2;TSFM;NDUFAF1;TIMMDC1;TIMMDC1;MIEF2;MRPS23;GTPBP3;NDUFA11;GFM1;IBA57;NDUFAF4;NDUFA1;NDUFA6;NDUFA8;NDUFB3;NDUFB9;NDUFB10;NDUFB10;NDUFC2;NDUFS2;NDUFS3;NDUFV1;NDUFS8;NDUFV2;TIMM22;MRM2;NDUFB11;NDUFAF5;NDUFAF5;NDUFS7;PTCD3;QRSL1;MRPL12;FOXRED1;NUBPL;TK2;ISCU	Decreased Activity Of Mitochondrial Complex I	41	60	8.622754491017965	4.7548611111111105	15.740874118676267
HP:0002415	2.256528764136276e-15	1.761536896281246e-18	ABAT;ACOX1;ADAR;ADAR;MTFMT;COX6B1;FBXL4;ECHS1;NDUFA13;NDUFAF1;TACO1;GLRX5;GLRX5;ERCC6;TIMMDC1;LIPT1;NADK2;NADK2;GTPBP3;HSPD1;NDUFA11;IBA57;BOLA3;NDUFAF4;NDUFA1;NDUFA2;NDUFA4;NDUFA6;NDUFA9;NDUFA10;NDUFB3;NDUFB9;NDUFB10;NDUFS2;NDUFS2;NDUFS2;NDUFS3;NDUFS3;NDUFV1;NDUFV1;NDUFS8;NDUFS8;NDUFV2;NDUFV2;PC;PDHA1;NDUFB11;NDUFAF5;NDUFAF5;NDUFS7;NDUFS7;SDHA;SDHB;FOXRED1;FOXRED1;NUBPL;NUBPL;SLC16A2;NDUFA12;SURF1;SURF1;SLC19A3;TUFM;ISCA1;AIMP2	Leukodystrophy	65	136	19.544910179640716	3.3256740196078436	14.646559126125204
HP:0002928	5.753383773660305e-14	5.132939688779128e-17	MTFMT;DLAT;ECHS1;ECHS1;NDUFA13;TACO1;GLRX5;GLRX5;LIPT1;NDUFA2;NDUFA4;NDUFA9;NDUFA10;NDUFS2;NDUFS3;NDUFV1;NDUFS8;NDUFV2;PDHA1;PDHA1;PDHB;NDUFAF5;NDUFS7;SDHA;FOXRED1;NDUFA12;SURF1;SLC19A3;PDHX;PDHX	Decreased Activity Of The Pyruvate Dehydrogenase Complex	30	39	5.604790419161676	5.352564102564103	13.240076655833002
HP:0001942	7.096779989195502e-13	7.122897279219306e-16	ACADM;ACADM;ACADS;ACADVL;ACAT1;AUH;BCS1L;CACNA1S;NFS1;MTO1;COX6B1;COX6B1;COX10;CPT2;DLD;NDUFAF1;FBP1;FBP1;FH;SLC37A4;GCDH;HSD17B10;HSD17B10;HSD17B10;POLG2;COX14;HLCS;GFM1;IBA57;IVD;IVD;ALDH6A1;MRPS28;NDUFAF4;NDUFA2;NDUFA6;NDUFA9;NDUFB10;NDUFV1;OGDH;PRDX1;NDUFB11;NDUFS7;PNPO;PNPO;MCCC2;SUOX;MLYCD;MMAB;TUFM;UQCRB;UQCRC2;PDHX	Metabolic Acidosis	53	108	15.520958083832335	3.4147376543209877	12.148938658341555
HP:0008972	1.5761835386824117e-12	1.7577601635802517e-15	MTFMT;SUCLA2;DGUOK;ECHS1;NDUFA13;TACO1;LIPT1;NFU1;BOLA3;NDUFA2;NDUFA4;NDUFA9;NDUFA10;NDUFS2;NDUFS3;NDUFV1;NDUFS8;NDUFV2;PDHA1;NDUFAF5;NDUFS7;SDHA;FOXRED1;NDUFA12;SURF1;SLC19A3;TK2	Decreased Activity Of Mitochondrial Respiratory Chain	27	35	5.029940119760479	5.367857142857143	11.802393212483581
HP:0003542	4.527601679473207e-11	5.5541004208994395e-14	BCS1L;AIFM1;AIFM1;COX10;NDUFAF1;TIMMDC1;MPC1;LIPT2;NDUFA11;LDHA;NDUFAF4;NDUFA1;NDUFA6;NDUFB3;NDUFB9;NDUFB10;NDUFS2;NDUFS3;NDUFV1;NDUFS8;NDUFV2;PC;PDHA1;NDUFB11;NDUFAF5;NDUFS7;SDHB;FOXRED1;NUBPL;UQCRC2;TWNK;PDHX	Increased Serum Pyruvate	32	51	7.3293413173652695	4.366013071895424	10.34413178765371
HP:0001263	5.153985711293174e-09	6.897270941844329e-12	MKKS;ABAT;ACADM;ACADS;ACADSB;ACOX1;ADAR;ADAR;ACOX2;TBC1D24;TBC1D24;TBC1D24;TBC1D24;TBC1D24;SLC12A5;ADK;AHCY;AHCY;PLA2G6;PLA2G6;OGT;ANK1;PEX3;PEX3;CDK10;MTFMT;MTFMT;MTFMT;ASAH1;MRPS34;ATP1A1;ATP1A1;ATP5F1D;ATP6V1E1;CRADD;KIF1A;KIF1A;KIF1A;AUH;AUH;AVPR2;TNFRSF11A;PEX11B;SUCLG1;SUCLG1;SUCLA2;SUCLA2;BCS1L;FCSK;BRCA1;BRCA1;BTD;SLC5A6;AP1S2;AP1S2;AP1S2;ACSF3;ACSF3;CAMK2G;USF3;AIFM1;CDC6;CDH2;CDK5;CDKN1C;CDKN1C;RAB11B;CHRNA7;EFTUD2;ERCC8;AP2M1;AP1S1;PLAA;PLAA;CLCN6;CLTC;CLTC;MTO1;TXN2;POC1A;MPDU1;COX7B;COX7B;COX8A;PARS2;PARS2;TKFC;CSF1R;CTBP1;CTBP1;CEP57;PUS3;PUS3;DDC;DDX6;FBXL4;DDX11;TINF2;TINF2;TINF2;C19orf12;IQSEC1;IQSEC1;DLAT;DLAT;DLD;DMD;DMD;GNE;GNE;DVL1;DVL1;EXOSC3;PAM16;USH1C;ECHS1;ECHS1;EDN1;TSFM;TMX2;NDUFA13;NDUFA13;SEPSECS;BCAP31;NDUFAF1;NDUFAF1;CDCA7;CDCA7;MRPS2;BSCL2;TACO1;CLN8;ERCC6;STUB1;SIGMAR1;EYA1;TIMMDC1;TIMMDC1;WAC;WAC;WAC;GPC4;FGD1;TRAPPC4;FGFR1;FGFR1;FGFR1;FGFR1;FH;PIBF1;PIBF1;FOXE1;SEMA6B;FLII;COQ5;ARFGEF2;MTHFS;COA8;GFM2;LIPT1;LIPT1;EBP;EBP;PTRH2;PTRH2;MPC1;UQCRQ;AP4B1;AP4B1;SPATA5;SPATA5;SLC37A4;GALE;GAMT;GON7;NADK2;NADK2;CPLX1;CPLX1;CPLX1;CPLX1;GATA4;GDI1;GDI1;NFU1;SRPX2;GLUD1;GTPBP3;GTPBP3;GPT2;GPT2;B4GAT1;B4GAT1;GRIN2D;GRIN2D;CKAP2L;HSD17B10;HADHA;HADHA;HADHB;POLG2;HTT;MICOS13;HLCS;HMGB3;ELAC2;HNRNPH2;HNRNPU;HNRNPU;HRAS;GTF2H5;GTF2H5;HSPA9;HSPD1;COL27A1;IDH2;IDS;IDS;NDUFA11;IGF2;IGF2;TMEM240;IVD;IVD;KCNJ1;KCNJ11;KCNJ11;KCNJ13;KCNN3;AFF3;LAMB2;LAMB2;BOLA3;LIG4;LIG4;SMAD4;SLC6A19;SLC6A19;BCL11A;MDH1;MDH2;ALDH6A1;COA3;DCPS;DCPS;NDUFAF4;MVK;MVK;MVK;NDUFA1;NDUFA1;NDUFA2;NDUFA2;NDUFA4;NDUFA6;NDUFA6;NDUFA9;NDUFA10;NDUFA10;NDUFB3;NDUFB3;NDUFB9;NDUFB10;NDUFC2;NDUFS2;NDUFS2;NDUFS2;NDUFS3;NDUFS3;NDUFV1;NDUFV1;NDUFV1;NDUFS8;NDUFS8;NDUFS8;NDUFV2;NDUFV2;NEU1;TONSL;OGDH;OPHN1;OPHN1;OPHN1;ORC1;ORC4;OTC;PRDX1;PC;PCNT;PCNT;CHMP1A;PDHA1;PDHA1;PDHB;SLC26A4;SLC26A4;PEX6;PEX6;PEX12;PEX12;PHKA2;GMPPB;GMPPB;GMPPB;GMPPB;GMPPB;ALG6;MRM2;NDUFB11;NDUFB11;EXOSC9;NDUFAF5;NDUFAF5;NDUFAF5;DONSON;CCDC28B;BRCC3;PPP1CB;PPP2R1A;PPP2R1A;PPP2R5D;PPP2R5D;PRKAR1B;MAP2K1;MAP2K1;MAP2K2;MAP2K2;FITM2;NDUFS7;NDUFS7;AHI1;AHI1;BCAS3;NHLRC2;PIGG;PIGG;CEP120;CEP120;CEP120;PTS;PTS;ABCD4;EMC10;TCTN1;ROGDI;RET;TBL1XR1;TBL1XR1;TMEM38B;NARS2;PNPO;PNPO;LINS1;LINS1;ALG13;ALG13;RREB1;SALL1;SARS1;SARS1;NOP10;SDHA;SDHB;SDHC;SDHD;SDHD;COG2;SET;FOXRED1;FOXRED1;FOXRED1;CEP290;CEP290;CEP290;CEP290;CNKSR2;CNKSR2;CNKSR2;TARS2;SIX3;NUBPL;NUBPL;SLC1A2;SLC1A2;SLC2A2;SLC6A1;SLC6A3;SLC6A3;SLC6A8;SLC6A8;IARS2;RPIA;SLC18A2;SLC18A2;KLHL15;SMARCB1;SMPD1;COASY;LMBRD1;KDM4B;VPS11;SPR;SLC46A1;SLC46A1;MCCC2;MAPK8IP3;NDUFA12;PMPCA;PMPCA;SUOX;SURF1;SURF1;SURF1;VAMP2;SYT1;TAF1;TAF1;EXOC7;TALDO1;SLC19A3;SLC19A3;SLC19A3;MLYCD;SLC35A3;MRPS25;ASXL3;TGDS;TSPAN7;SLC39A14;SLC39A14;MMAB;TPI1;ORC6;TUBB2A;HIRA;DNAJC12;UQCRC2;EZR;VLDLR;TWNK;YWHAE;YWHAG;YWHAG;ZNF711;ZNF148;UPF3B;MCCC1;FAM20C;COQ8A;COQ9;ALDH5A1;ALDH5A1;C12orf4;C12orf4;ISCA1;EBF3;EBF3;PDHX;PDHX;SASS6;SASS6	Global Developmental Delay	461	2329	334.7065868263473	1.3773257478173753	8.287856789804348
HP:0001254	6.344869561851957e-09	9.198539567756823e-12	ABAT;ACADM;ACADM;ACADS;ACADS;ACADSB;ACADVL;ACADVL;ATP5F1D;BCKDHA;BTD;BTD;NFS1;COX5A;CPT1A;CPT1A;CPT2;CPT2;DDC;DLD;DLD;NDUFAF1;TIMMDC1;FBP1;FGFR1;FGFR1;GCSH;NFU1;ATP5MK;HADHA;HADHA;RPL35;HADHB;HADHB;HADH;POLG2;USP18;HLCS;HLCS;NDUFA11;IVD;KCNJ11;BOLA3;MEN1;MEN1;IYD;NDUFAF4;NDUFA1;NDUFA6;NDUFB3;NDUFB9;NDUFB10;NDUFS2;NDUFS2;NDUFS3;NDUFV1;NDUFV1;NDUFS8;NDUFV2;OTC;PRDX1;PDHA1;NDUFB11;NDUFAF5;POU1F1;NDUFS7;NDUFS7;ABCD4;RPS20;RPS26;FOXRED1;SIX3;SIX3;SIX3;SIX3;NUBPL;SLC1A2;NAXD;LMBRD1;LMBRD1;MCCC2;TCN2;SLC19A3;TH;MMAB;TPO;TWNK;MCCC1;LHX3	Lethargy	89	278	39.952095808383234	2.227667865707434	8.197577301725339
HP:0001251	8.88041617246846e-09	1.3864818380122497e-11	ACADM;ACAT1;DNAJC19;ACO2;TBC1D24;PLA2G6;PLA2G6;ANK1;PEX3;MTFMT;ATP2B3;KIF1A;AUH;BCKDHA;UROC1;PEX11B;SUCLA2;BCS1L;DPM1;DPM1;BTD;BTD;C4A;NOL3;USF3;AIFM1;ERCC8;ERCC8;ERCC8;AP2M1;HS6ST1;CLTC;CLTC;MPDU1;COX10;PARS2;CSF1R;ZNF592;CTBP1;COX20;FBXL4;TINF2;TINF2;TINF2;TINF2;DGUOK;C19orf12;DLAT;DLD;DLD;USH1C;TSFM;NDUFAF1;BSCL2;CLN8;GLRX5;ERCC6;ERCC6;ERCC6;ERCC6;SIGMAR1;TIMMDC1;FGFR1;PIBF1;PIBF1;SEMA6B;ATG7;DNAJC30;COA8;COA8;PTRH2;UQCRQ;GAMT;GAMT;VPS4A;CPLX1;CPLX1;GBE1;GCDH;GJB1;GPI;RTN4IP1;GRIN2D;ATP5MK;POLG2;HIC1;MICOS13;HLCS;HNRNPH2;NDUFA11;KCNJ11;BOLA3;SMAD4;SLC6A19;FLVCR1;NDUFAF4;MTTP;MVK;MVK;MVK;NDUFA1;NDUFA4;NDUFA6;NDUFB3;NDUFB9;NDUFB10;NDUFS2;NDUFS2;NDUFS2;NDUFS3;NDUFV1;NDUFV1;NDUFS8;NDUFV2;NEU1;NF2;NF2;OGDH;OPHN1;OTC;PDHA1;PDHB;SLC26A4;PEX6;PEX6;PEX12;PHYH;PHYH;GMPPB;ALG6;ALG6;NDUFB11;NDUFAF5;CCDC28B;PPP2R5D;PRNP;PRNP;NDUFS7;NDUFS7;AHI1;AHI1;AHI1;PSEN2;PIGG;PIGG;CEP120;CEP120;PTS;PTS;CLN6;TCTN1;ROGDI;PRRT2;MRPL12;SARS1;SDHA;SDHA;SDHB;SDHB;SDHB;SDHC;SDHD;SDHD;SDHD;FOXRED1;CEP290;CEP290;CEP290;OPA3;OPA3;OPA3;CNKSR2;NUBPL;NUBPL;SLC1A2;SLC6A1;SLC6A1;SLC6A8;RPIA;SLC16A2;SLC16A2;NAXD;SMARCB1;SMARCB1;OGDHL;SMPD1;C9orf72;KDM4B;SOD1;SPR;SLC46A1;MAPK8IP3;SUOX;SURF1;SURF1;SURF1;SYT1;SYT1;TAF1;TAT;TCN2;SLC19A3;ABCA5;TK2;AMACR;AMACR;TRPC3;VLDLR;TWNK;TWNK;TWNK;YWHAE;YWHAG;YWHAG;CHCHD10;PRDM8;COQ8A;ALDH5A1;ALDH5A1;PDHX	Ataxia	220	930	133.65269461077844	1.646057347670251	8.051566680936336
HP:0001250	9.824601028269237e-09	1.6434595229624018e-11	ABAT;ACADM;ACADS;ACADS;ACADSB;ACAT1;DNAJC19;ACOX1;ACOX1;ACOX1;ADAR;MYORG;TBC1D24;ADK;PLA2G6;PLA2G6;PLA2G6;PLA2G6;AKT2;ALPL;ALPL;ANK1;PEX3;PEX3;PEX3;PEX3;CDK10;ARF1;MTFMT;MTFMT;ARHGDIA;ASNS;ATP2A2;ATP5F1A;ATP5F1A;ATP5F1D;ATP6V1E1;CRADD;KIF1A;AUH;AVPR2;AVPR2;AVPR2;BCKDHA;PEX11B;PEX11B;PEX11B;SUCLG1;SUCLA2;SUCLA2;BCS1L;DPM1;FCSK;BTD;SLC5A6;AP1S2;C4A;CALM3;CASQ2;CASQ2;AIP;NFS1;KRIT1;KRIT1;USF3;AIFM1;AIFM1;CDK5;RAB11B;CHKB;CHRNA7;CHRNA7;EFTUD2;EFTUD2;PRUNE1;ERCC8;ERCC8;ERCC8;ERCC8;PLAA;HS6ST1;CLTC;MTO1;TXN2;MPDU1;MPDU1;COX7B;CPT1A;CPT1A;CPT2;CPT2;CPT2;CPT2;CPT2;CPT2;PARS2;CSF1R;CSF1R;ZNF592;CTBP1;CTBP1;CEP57;PUS3;NEK9;DDX6;FBXL4;CCM2;CCM2;DGUOK;DLD;DLD;DNASE1;GNE;GNE;COQ6;EXOSC3;ECHS1;TSFM;NDUFA13;SEPSECS;BCAP31;AASS;AASS;COQ4;BSCL2;TACO1;CLN8;GLRX5;ERCC6;ERCC6;ERCC6;ERCC6;ERCC6;STUB1;TCIRG1;TIMMDC1;WAC;WAC;FBP1;FBP1;FDFT1;GPC4;TRAPPC4;TRAPPC4;FGFR1;FGFR1;FGFR1;FGFR1;FGFR1;FGFR1;FGFR1;PIBF1;SEMA6B;FLII;ATG7;ARFGEF2;MTHFS;COA8;COA8;GFM2;LIPT1;KLF13;FRG1;EBP;EBP;PTRH2;MPC1;AP4B1;AP4B1;SPATA5;GALK1;AGO2;AGO2;GAMT;VPS4A;NADK2;NADK2;CPLX1;CPLX1;GATA4;GCDH;GCSH;PDE10A;LIPT2;GNAS;GNAS;GTPBP3;GTPBP3;GOT2;B4GAT1;B4GAT1;HTRA2;GRIN2D;MSH6;CKAP2L;CKAP2L;HSD17B10;HSD17B10;HSD17B10;HADHA;HADHA;HADHB;POLG2;POLG2;HTT;HTT;HTT;HTT;HTT;USP18;HIC1;HLCS;HLCS;HNRNPH2;HNRNPU;HRAS;HRAS;HSPD1;IDH2;IDS;IDS;IDS;NDUFA11;IGF2;GFM1;IBA57;IVD;IVD;KCNJ1;KCNJ11;KCNJ11;KCNJ11;KCNJ13;KCNN3;LAMB1;LAMB1;BOLA3;LIG4;SMAD4;SMAD4;MAN2C1;SLC6A19;SLC6A19;MDH1;MDH2;MEF2C;MEF2C;MEN1;MEN1;MOCS2;FLVCR1;NDUFAF4;MVK;MVK;NDUFA2;NDUFA2;NDUFA4;NDUFA9;NDUFA10;NDUFC2;NDUFS2;NDUFS2;NDUFS3;NDUFV1;NDUFV1;NDUFS8;NDUFS8;NDUFV2;NEU1;NEU1;NEU1;NF2;NF2;OAT;OCRL;OCRL;OPHN1;OTC;PRDX1;PC;PCNT;PDHA1;PDHA1;PDHB;ENPP1;PEX6;PEX6;PEX6;PEX6;PEX6;PEX12;PEX12;PEX12;PEX12;GMPPB;GMPPB;GMPPB;GMPPB;GMPPB;ALG6;ALG6;NDUFB11;NDUFB11;EXOSC9;PMS2;NDUFAF5;NDUFAF5;POU1F1;CTSA;CTSA;PPP2R1A;PPP2R1A;PPP2R5D;PRKAR1B;MAP2K1;FITM2;PRNP;PRNP;NDUFS7;NDUFS7;AHI1;AHI1;PSEN2;BCAS3;BCAS3;NHLRC2;PIGG;PIGG;CEP120;CEP120;PTS;PTS;CLN6;CLN6;EMC10;RAB27A;RAB27A;TCTN1;ROGDI;ROGDI;RET;PRRT2;TBL1XR1;TBL1XR1;NARS2;PNPO;ALG13;MRPL12;RPS20;RREB1;SARS1;SCN4B;SCN5A;SDHA;SDHA;SDHB;SDHC;SDHD;SDHD;COG2;SET;FOXRED1;FOXRED1;CEP290;CEP290;CEP290;TARS2;SIX3;SIX3;SIX3;SIX3;SIX3;SIX3;SLC1A2;SLC6A8;SLC6A8;RPIA;SLC16A2;KLHL15;NAXD;SMARCB1;SMARCB1;SMARCB1;LMBRD1;SNTA1;KDM4B;SPR;SPR;SPTAN1;SLC46A1;SLC46A1;MCCC2;MAPK8IP3;MAPK8IP3;NDUFA12;SURF1;SURF1;SURF1;TAF1;TAF1;TAT;SIN3B;MLX;SLC19A3;SLC19A3;ANKH;MLYCD;PALS1;THPO;ABCA5;TK2;ASXL3;ASXL3;TGDS;NNT;AMACR;TSC1;TSC1;TUBB2A;HIRA;VLDLR;VLDLR;TWNK;TWNK;TWNK;TWNK;TWNK;YWHAE;UPF3B;MCCC1;PRDM8;COQ8A;COQ8A;COQ9;ALDH5A1;ISCA1;AIMP2;EBF3;PDHX;PDHX;SASS6	Seizure	441	2214	318.17964071856284	1.386009485094851	8.007685077058316
HP:0007183	5.365924034370154e-08	9.57452710493169e-11	MTFMT;SUCLG1;ECHS1;NDUFA13;TACO1;TACO1;LIPT1;NDUFA2;NDUFA4;NDUFA9;NDUFA10;NDUFS2;NDUFS3;NDUFV1;NDUFS8;NDUFV2;PDHA1;NDUFAF5;PRNP;NDUFS7;SDHA;FOXRED1;NDUFA12;SURF1;SLC19A3;PDSS2	Focal T2 Hyperintense Basal Ganglia Lesion	26	44	6.323353293413174	4.111742424242424	7.270355479947231
HP:0012748	2.0814217878921297e-07	3.946043313724345e-10	KRIT1;CCM2;NDUFAF1;TIMMDC1;NDUFA11;NDUFAF4;NDUFA1;NDUFA6;NDUFB3;NDUFB9;NDUFB10;NDUFS2;NDUFS3;NDUFV1;NDUFS8;NDUFV2;NDUFB11;NDUFAF5;NDUFS7;FOXRED1;NUBPL	Focal T2 Hyperintense Brainstem Lesion	21	32	4.598802395209581	4.56640625	6.681639903645825
HP:0001987	2.4461931722587e-07	4.910391111927802e-10	ACADM;ACADVL;ACADVL;ACAT1;ATP5F1D;BTD;BTD;COX6B1;CPT1A;CPT2;CPT2;CPT2;CYC1;DLD;NR1H4;AASS;AASS;GOT2;HSD17B10;HADHA;HADHB;HADH;HLCS;HLCS;NDUFA6;OTC;OTC;PDHB;MRM2;MCCC2;MMAB;TUFM;UQCRC2;MCCC1	Hyperammonemia	34	72	10.347305389221557	3.2858796296296298	6.611509250352291
